Time [s],pos_x_chart_series_1,pos_x_chart_series_2,pos_y_chart_series_1,pos_y_chart_series_2,u_chart_series_1,u_chart_series_2
9.6400,0.4847,0.2185,-0.0031,0.0376,-2.1823,-0.3486
9.6560,0.4878,0.2227,-0.0031,0.0376,-2.2399,-0.3482
9.6720,0.4878,0.2268,-0.0110,0.0376,-2.0481,-0.8076
9.6890,0.4878,0.2311,-0.0157,0.0376,-2.0260,-0.6753
9.7060,0.4857,0.2354,-0.0157,0.0376,-1.8614,-0.4520
9.7220,0.4826,0.2395,-0.0157,0.0375,-1.7277,-0.4508
9.7380,0.4805,0.2435,-0.0157,0.0374,-1.7419,-0.4498
9.7540,0.4784,0.2475,-0.0157,0.0374,-1.6910,-0.4486
9.7700,0.4774,0.2515,-0.0178,0.0373,-1.7018,-0.5700
9.7870,0.4753,0.2557,-0.0178,0.0372,-1.6168,-0.4638
9.8030,0.4711,0.2596,-0.0178,0.0370,-1.4119,-0.4615
9.8190,0.4700,0.2635,-0.0100,0.0369,-1.5409,-0.0004
9.8360,0.4700,0.2676,-0.0073,0.0368,-1.5730,-0.2473
9.8520,0.4700,0.2714,-0.0073,0.0367,-1.5160,-0.3685
9.8690,0.4700,0.2754,-0.0047,0.0365,-1.5081,-0.2221
9.8860,0.4700,0.2794,-0.0047,0.0364,-1.4639,-0.3435
9.9030,0.4685,0.2834,0.0000,0.0362,-1.3439,-0.0798
9.9190,0.4685,0.2871,0.0000,0.0360,-1.3740,-0.2999
9.9350,0.4685,0.2908,0.0000,0.0359,-1.3555,-0.2988
9.9520,0.4700,0.2947,0.0016,0.0357,-1.4238,-0.2102
9.9680,0.4700,0.2983,0.0047,0.0356,-1.2959,-0.0976
9.9840,0.4700,0.3019,0.0084,0.0354,-1.2780,-0.0394
10.0000,0.4695,0.3055,0.0084,0.0352,-1.2182,-0.2215
10.0160,0.4679,0.3090,0.0084,0.0351,-1.1237,-0.2199
10.0320,0.4679,0.3125,0.0058,0.0349,-1.1739,-0.3716
10.0490,0.4679,0.3162,0.0058,0.0347,-1.1560,-0.2392
10.0650,0.4700,0.3197,0.0058,0.0345,-1.2278,-0.2362
10.0820,0.4706,0.3233,0.0058,0.0343,-1.1452,-0.2356
10.0990,0.4706,0.3269,0.0068,0.0341,-1.0812,-0.1749
10.1150,0.4706,0.3302,0.0073,0.0339,-1.0419,-0.1912
10.1320,0.4674,0.3337,0.0141,0.0337,-0.8608,0.1617
10.1490,0.4648,0.3372,0.0141,0.0335,-0.8255,-0.1571
