Time [s],pos_chart_series_1,pos_chart_series_2,sway_chart_series_1,u_chart_series_1
2.5330,-0.7044,-0.0527,0.9941,-3.2262
2.5490,-0.7551,-0.0553,1.1031,-3.3821
2.5660,-0.7804,-0.0582,1.2309,-3.3400
2.5830,-0.8049,-0.0612,1.3697,-3.2747
2.5990,-0.8280,-0.0643,1.5094,-3.2027
2.6150,-0.8782,-0.0676,1.6584,-3.3698
2.6320,-0.9302,-0.0712,1.8276,-3.5396
2.6480,-0.9533,-0.0748,1.9955,-3.4474
2.6650,-0.9756,-0.0789,2.1830,-3.3740
2.6820,-1.0258,-0.0831,2.3796,-3.5115
2.6990,-1.0489,-0.0875,2.5843,-3.4231
2.7150,-1.0653,-0.0919,2.7829,-3.2889
2.7310,-1.0667,-0.0963,2.9860,-3.0642
2.7480,-1.1089,-0.1013,3.2070,-3.1841
2.7650,-1.1089,-0.1064,3.4314,-2.9424
2.7820,-1.1369,-0.1116,3.6588,-2.9453
2.7990,-1.1369,-0.1170,3.8875,-2.7274
2.8150,-1.1604,-0.1222,4.1032,-2.7176
2.8320,-1.1649,-0.1279,4.3318,-2.5753
2.8480,-1.1738,-0.1333,4.5454,-2.4676
2.8650,-1.1751,-0.1392,4.7697,-2.3260
2.8820,-1.1751,-0.1451,4.9900,-2.1749
2.8990,-1.1716,-0.1512,5.2051,-2.0117
2.9160,-1.1689,-0.1574,5.4140,-1.8731
2.9320,-1.1560,-0.1632,5.6036,-1.6686
2.9480,-1.1498,-0.1692,5.7855,-1.5471
2.9650,-1.1493,-0.1755,5.9696,-1.4858
2.9820,-1.1476,-0.1819,6.1439,-1.4164
2.9980,-1.1373,-0.1880,6.2983,-1.2908
3.0140,-1.1347,-0.1941,6.4429,-1.2464
3.0310,-1.1307,-0.2006,6.5849,-1.2000
3.0470,-1.1280,-0.2068,6.7081,-1.1687
3.0630,-1.1280,-0.2130,6.8206,-1.1706
3.0790,-1.1280,-0.2192,6.9224,-1.1776
3.0950,-1.1289,-0.2255,7.0136,-1.1961
3.1110,-1.1293,-0.2318,7.0941,-1.2145
3.1270,-1.1293,-0.2382,7.1641,-1.2327
3.1440,-1.1293,-0.2450,7.2268,-1.2540
3.1610,-1.1111,-0.2518,7.2773,-1.1306
3.1770,-1.1267,-0.2583,7.3146,-1.2909
3.1930,-1.1258,-0.2648,7.3418,-1.3132
3.2100,-1.1258,-0.2718,7.3599,-1.3445
3.2270,-1.1258,-0.2789,7.3671,-1.3760
3.2430,-1.1244,-0.2856,7.3647,-1.3979
3.2590,-1.1213,-0.2923,7.3531,-1.4073
3.2750,-1.1156,-0.2991,7.3326,-1.3970
3.2920,-1.1129,-0.3064,7.3009,-1.4145
3.3090,-1.1111,-0.3137,7.2597,-1.4400
3.3250,-1.1111,-0.3207,7.2129,-1.4798
3.3410,-1.1107,-0.3276,7.1584,-1.5145
3.3570,-1.1107,-0.3347,7.0966,-1.5515
3.3730,-1.1102,-0.3418,7.0279,-1.5834
3.3890,-1.1093,-0.3489,6.9527,-1.6101
3.4050,-1.1084,-0.3561,6.8712,-1.6354
3.4210,-1.1044,-0.3633,6.7839,-1.6343
3.4370,-1.1022,-0.3706,6.6909,-1.6474
