Time [s],arm_chart_series_1,arm_chart_series_2,pendulum_chart_series_1,u_chart_series_1
4.3450,61.3469,-14.3758,-8.0766,-0.3203
4.3610,61.3469,-18.1791,-10.6432,-0.1164
4.3770,61.3469,-21.6417,-13.0009,0.0804
4.3930,61.3469,-24.4963,-14.9863,0.2623
4.4090,61.3469,-26.5400,-16.4808,0.4223
4.4250,61.3469,-27.6315,-17.4078,0.5553
4.4410,61.3469,-27.6851,-17.7284,0.6587
4.4570,61.3469,-26.6629,-17.4360,0.7323
4.4730,61.3469,-24.5678,-16.5506,0.7776
4.4900,61.3469,-21.2086,-15.0069,0.7973
4.5070,61.3469,-16.7636,-12.9119,0.7928
4.5230,61.3469,-11.6940,-10.5144,0.7642
4.5400,61.3469,-5.5135,-7.6110,0.7159
4.5570,61.3469,1.3010,-4.4498,0.6409
4.5740,61.3469,8.5243,-1.1548,0.5406
4.5900,61.3469,15.4667,1.9473,0.4157
4.6070,61.3469,22.7330,5.1077,0.2799
4.6230,61.3469,29.2351,7.8350,0.1223
4.6400,61.3469,35.5429,10.3424,-0.0271
4.6560,61.3469,40.7375,12.2429,-0.1759
4.6730,61.3469,45.3183,13.6947,-0.2950
4.6890,61.3469,48.6731,14.4924,-0.3916
4.7050,61.3469,51.0742,14.7315,-0.4495
4.7220,61.3469,52.6121,14.4036,-0.4752
4.7380,61.3469,53.1799,13.6041,-0.4699
4.7540,61.3469,53.0006,12.4046,-0.4391
4.7700,61.3469,52.2035,10.8952,-0.3888
4.7870,61.3469,50.8414,9.0610,-0.3248
4.8030,61.3469,49.2327,7.2213,-0.2474
4.8200,61.3469,47.3498,5.2563,-0.1714
4.8360,61.3469,45.5574,3.4842,-0.0914
