Time [s],pos_x_chart_series_1,pos_x_chart_series_2,pos_y_chart_series_1,pos_y_chart_series_2,u_chart_series_1,u_chart_series_2
0.0000,0.4071,-0.0902,0.2622,-0.0591,4.4992,3.7072
0.0160,0.3613,-0.0860,0.3169,-0.0627,3.9586,4.2875
0.0330,0.3111,-0.0815,0.4084,-0.0662,3.4754,5.1428
0.0490,0.2867,-0.0773,0.4738,-0.0692,3.1225,5.8408
0.0660,0.2867,-0.0729,0.5071,-0.0720,3.1467,6.1135
0.0820,0.2276,-0.0688,0.5844,-0.0742,2.4524,6.9103
0.0980,0.1658,-0.0648,0.6280,-0.0761,1.8320,7.3031
0.1150,0.1302,-0.0606,0.6729,-0.0777,1.4740,7.7111
0.1320,0.0516,-0.0565,0.7587,-0.0788,0.6265,8.5491
0.1480,-0.0311,-0.0528,0.8293,-0.0795,-0.2573,9.2251
0.1650,-0.0444,-0.0490,0.8520,-0.0798,-0.3547,9.3967
0.1820,-0.1089,-0.0453,0.8653,-0.0797,-1.0455,9.4861
0.1980,-0.1089,-0.0421,0.8729,-0.0792,-1.0870,9.5076
0.2140,-0.1413,-0.0391,0.8813,-0.0783,-1.3962,9.5405
0.2310,-0.1951,-0.0360,0.8889,-0.0769,-1.9200,9.5674
0.2470,-0.2773,-0.0334,0.8889,-0.0753,-2.7926,9.4899
0.2640,-0.2773,-0.0308,0.9218,-0.0732,-2.7523,9.7814
0.2810,-0.3129,-0.0284,0.9218,-0.0708,-3.1256,9.7042
0.2980,-0.3129,-0.0263,0.9102,-0.0680,-3.1206,9.5216
0.3140,-0.4751,-0.0246,0.8889,-0.0651,-4.7507,9.2193
0.3300,-0.4751,-0.0231,0.8787,-0.0619,-4.7237,9.0728
0.3460,-0.5818,-0.0218,0.8787,-0.0584,-5.7753,9.0076
0.3620,-0.6462,-0.0208,0.8640,-0.0548,-6.4001,8.7953
0.3780,-0.6698,-0.0202,0.8493,-0.0509,-6.6115,8.5829
0.3950,-0.7058,-0.0197,0.7724,-0.0466,-6.9382,7.7768
0.4110,-0.7231,-0.0196,0.7542,-0.0423,-7.0856,7.4656
0.4270,-0.7449,-0.0198,0.7129,-0.0379,-7.2652,7.0210
0.4430,-0.7653,-0.0203,0.6907,-0.0334,-7.4317,6.7371
0.4600,-0.8084,-0.0211,0.6422,-0.0285,-7.8257,6.2256
0.4760,-0.8187,-0.0222,0.6213,-0.0238,-7.8720,5.8855
0.4920,-0.8404,-0.0235,0.5849,-0.0191,-8.0500,5.5007
0.5080,-0.8444,-0.0251,0.5693,-0.0143,-8.0419,5.2906
0.5250,-0.8564,-0.0271,0.5360,-0.0092,-8.1238,4.9397
0.5410,-0.8867,-0.0293,0.5124,-0.0044,-8.3443,4.5773
0.5570,-0.8969,-0.0317,0.4444,0.0004,-8.4077,3.8859
0.5730,-0.8969,-0.0343,0.3978,0.0052,-8.3525,3.3729
0.5900,-0.8711,-0.0374,0.3067,0.0102,-8.0575,2.4532
0.6060,-0.8569,-0.0405,0.3067,0.0149,-7.8124,2.3390
0.6230,-0.8364,-0.0440,0.2213,0.0197,-7.5957,1.5195
0.6400,-0.8298,-0.0477,0.2213,0.0244,-7.4450,1.4500
0.6570,-0.8173,-0.0516,0.1333,0.0289,-7.2594,0.5377
0.6740,-0.8102,-0.0557,0.1049,0.0333,-7.1274,0.2250
0.6900,-0.7924,-0.0596,0.0507,0.0373,-6.8590,-0.3740
0.7070,-0.7849,-0.0640,0.0187,0.0413,-6.7860,-0.6524
0.7230,-0.7720,-0.0682,-0.0409,0.0449,-6.5362,-1.3241
0.7400,-0.7684,-0.0728,-0.0649,0.0485,-6.5080,-1.5209
0.7560,-0.7627,-0.0772,-0.1031,0.0517,-6.3270,-1.9663
0.7720,-0.7578,-0.0816,-0.1173,0.0546,-6.2571,-2.0885
0.7890,-0.7462,-0.0865,-0.1329,0.0576,-6.1202,-2.2259
0.8050,-0.7378,-0.0910,-0.1507,0.0601,-5.9103,-2.4484
0.8210,-0.7267,-0.0957,-0.2053,0.0624,-5.7816,-2.9726
0.8370,-0.7249,-0.1004,-0.2178,0.0646,-5.7114,-3.0933
0.8540,-0.7244,-0.1054,-0.2298,0.0666,-5.6895,-3.1917
0.8700,-0.7227,-0.1101,-0.2551,0.0682,-5.5457,-3.4664
0.8860,-0.7107,-0.1149,-0.2676,0.0697,-5.4116,-3.5658
0.9020,-0.7107,-0.1197,-0.2787,0.0709,-5.3612,-3.6646
0.9180,-0.7058,-0.1245,-0.3071,0.0719,-5.2625,-3.9349
0.9340,-0.6996,-0.1293,-0.3480,0.0728,-5.1509,-4.3278
0.9510,-0.6800,-0.1344,-0.3702,0.0734,-4.9418,-4.5258
0.9670,-0.6480,-0.1392,-0.4080,0.0738,-4.4979,-4.8924
0.9840,-0.6338,-0.1443,-0.4293,0.0739,-4.3818,-5.0755
1.0000,-0.6027,-0.1490,-0.4636,0.0739,-3.9497,-5.3948
1.0170,-0.5844,-0.1540,-0.4942,0.0735,-3.7958,-5.6733
1.0340,-0.5787,-0.1590,-0.5089,0.0730,-3.6580,-5.7877
1.0500,-0.5711,-0.1636,-0.5236,0.0723,-3.5024,-5.8961
1.0660,-0.5627,-0.1681,-0.5516,0.0713,-3.4146,-6.1462
1.0830,-0.5502,-0.1729,-0.5747,0.0701,-3.2849,-6.3484
1.1000,-0.5369,-0.1776,-0.5836,0.0686,-3.0781,-6.3900
1.1170,-0.5298,-0.1822,-0.5924,0.0669,-2.9684,-6.4366
1.1340,-0.5084,-0.1868,-0.6116,0.0650,-2.7176,-6.5839
1.1510,-0.4444,-0.1912,-0.6356,0.0628,-2.0416,-6.7784
1.1670,-0.4444,-0.1953,-0.6356,0.0606,-1.9752,-6.7155
1.1840,-0.4444,-0.1996,-0.6467,0.0581,-2.0082,-6.8131
1.2010,-0.4356,-0.2038,-0.6467,0.0553,-1.8587,-6.7471
1.2180,-0.4231,-0.2078,-0.6591,0.0524,-1.7052,-6.8207
1.2350,-0.4000,-0.2117,-0.6987,0.0492,-1.4465,-7.1645
1.2520,-0.3791,-0.2155,-0.7600,0.0459,-1.2115,-7.7245
1.2690,-0.3613,-0.2192,-0.7822,0.0424,-1.0093,-7.8911
1.2840,-0.3289,-0.2224,-0.8253,0.0392,-0.6043,-8.2093
1.3000,-0.3173,-0.2256,-0.8427,0.0355,-0.5545,-8.4121
1.3160,-0.2969,-0.2288,-0.8551,0.0317,-0.3057,-8.4512
1.3320,-0.2840,-0.2318,-0.8667,0.0277,-0.1604,-8.5068
1.3490,-0.2556,-0.2348,-0.8791,0.0233,0.1167,-8.5991
1.3650,-0.2400,-0.2376,-0.8791,0.0190,0.3307,-8.4703
1.3820,-0.2164,-0.2404,-0.9311,0.0142,0.5349,-8.9909
1.3980,-0.2058,-0.2428,-0.9311,0.0095,0.6922,-8.8541
1.4140,-0.1831,-0.2452,-0.9556,0.0047,0.9065,-9.0671
1.4310,-0.1831,-0.2475,-0.9631,-0.0006,0.8956,-9.1101
1.4480,-0.1587,-0.2497,-0.9804,-0.0061,1.1624,-9.1744
1.4650,-0.1142,-0.2517,-0.9804,-0.0117,1.6103,-9.0996
1.4810,-0.1004,-0.2534,-0.9911,-0.0172,1.7642,-9.0891
1.4970,-0.0880,-0.2551,-1.0018,-0.0228,1.8733,-9.1654
1.5140,-0.0618,-0.2566,-1.0396,-0.0288,2.1216,-9.5116
1.5310,-0.0467,-0.2580,-1.0471,-0.0351,2.2802,-9.4676
1.5470,-0.0156,-0.2591,-1.0618,-0.0411,2.5953,-9.4889
1.5640,0.0129,-0.2601,-1.0618,-0.0476,2.8538,-9.5031
1.5810,0.0244,-0.2610,-1.0711,-0.0542,2.9675,-9.4712
1.5980,0.0551,-0.2617,-1.0778,-0.0609,3.2621,-9.4560
1.6140,0.0711,-0.2622,-1.0920,-0.0674,3.4130,-9.4661
1.6300,0.0880,-0.2625,-1.1067,-0.0740,3.5618,-9.5845
1.6460,0.1209,-0.2626,-1.1080,-0.0806,3.8741,-9.5192
1.6630,0.1329,-0.2626,-1.1080,-0.0878,3.9744,-9.4892
1.6790,0.1667,-0.2625,-1.1111,-0.0947,4.2917,-9.3341
